姓名,来源链接,状态,失败分类,照片链接,照片文件,实际格式,字节数,SHA-256,宽,高,来源批次,错误证据
鲁洁,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=958&typeid=76&cid=958&ksid=76&id=146,实采,,https://www.gdzy5413.com/UploadFiles/image/upload/635036864315155000.jpg,01_试点医院/广东省第二中医院/照片/鲁洁-口腔科-副主任医师-广东省第二中医院.jpg,jpg,5492,57aa316d85d51f48e6c8a90252ba478e371eff8ca84f173182267e5154611871,141,200,FULL_FETCH,
姜开文,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=50&typeid=48&cid=50&ksid=48&id=434,实采,,https://www.gdzy5413.com/UploadFiles/image/2016-7/20160715023543752_s.jpg,01_试点医院/广东省第二中医院/照片/姜开文-外二科-主治医师-广东省第二中医院.png,png,31907,c15bd48a886541247c6012077c1f5eff3afccefc07e3d2f6eac047025273166b,139,100,FULL_FETCH,
张隆鑫,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=50&typeid=48&cid=50&ksid=48&id=654,实采,,https://www.gdzy5413.com/UploadFiles/image/2016-7/20160715023612300_s.jpg,01_试点医院/广东省第二中医院/照片/张隆鑫-外二科-主治医师-广东省第二中医院.png,png,32254,cb47ace31435cc68b49ec63c7d7e0b6ec61fbdfa81f30acb738400312992ec88,133,100,FULL_FETCH,
陈晓鑫,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=50&typeid=48&cid=50&ksid=48&id=432,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140430095810208.jpg,01_试点医院/广东省第二中医院/照片/陈晓鑫-外二科-主治医师-广东省第二中医院.jpg,jpg,39034,a6b834d273b6a981afda3f075e104249b9216834f4294dde1afb910ba720cb7f,422,544,FULL_FETCH,
郑林标,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=75&typeid=73&cid=75&ksid=73&id=424,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:11:34Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
李前宁,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=766,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327101633882_s.jpg,01_试点医院/广东省第二中医院/照片/李前宁-检验科-未标注-广东省第二中医院.png,png,13499,6c9aa2f5eea5994fe404d95e55ba39fe63e5be73a38253733d50c2bbdeef65c8,71,100,FULL_FETCH,
李慧,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=768,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327102937224_s.jpg,01_试点医院/广东省第二中医院/照片/李慧-检验科-主管技师-广东省第二中医院.png,png,15226,f3fd6393f4c01ba41b5056c736e0b4ba782c4ede25220148b84a814b097ce962,71,100,FULL_FETCH,
梅闯闯,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=771,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327112612977_s.jpg,01_试点医院/广东省第二中医院/照片/梅闯闯-检验科-医师-广东省第二中医院.png,png,11403,0c38557b29834f25b1d66e0ad9b0376c24ae8945f14905f3536f6445ed537420,68,100,FULL_FETCH,
邓丽梅,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=365,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327102148457_s.jpg,01_试点医院/广东省第二中医院/照片/邓丽梅-检验科-未标注-广东省第二中医院.png,png,13015,4077a75cbed486b39847ebb6eb3affceefae19724670511e5440c0531c15277e,70,100,FULL_FETCH,
周盛杰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=104&typeid=102&cid=104&ksid=102&id=650,实采,,https://www.gdzy5413.com/UploadFiles/image/2017-1/20170123091447767_s.jpg,01_试点医院/广东省第二中医院/照片/周盛杰-治未病(健康体检)中心-未标注-广东省第二中医院.png,png,28413,945aecfc6c239f204ab5ac3a674da4dee8ed84b33b4448ffb6170b85d9d3014c,150,100,FULL_FETCH,
梁兆凤,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=104&typeid=102&cid=104&ksid=102&id=486,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140305102139145_s.jpg,01_试点医院/广东省第二中医院/照片/梁兆凤-治未病(健康体检)中心-住院医师-广东省第二中医院.png,png,46614,6b12ac8b10b5228af9cfd9e323eb00a1355b94b896c357015235386233998469,120,160,FULL_FETCH,
钟文鑫,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=104&typeid=102&cid=104&ksid=102&id=487,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140305102216855_s.jpg,01_试点医院/广东省第二中医院/照片/钟文鑫-治未病(健康体检)中心-住院医师-广东省第二中医院.png,png,43739,b75e1a7277c367b22906157a889ae6c04ee2b2c88228d00785914b07b9e3b88e,120,160,FULL_FETCH,
孙俊,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1229&typeid=1227&cid=1229&ksid=1227&id=528,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140310053111444_s.jpg,01_试点医院/广东省第二中医院/照片/孙俊-淘金门诊-医师-广东省第二中医院.png,png,39876,fca827eb6af39fdf02dea5f5c1d885134aa08d61ca12c6b0a3e87429267ba133,109,160,FULL_FETCH,
陈礼锦,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1229&typeid=1227&cid=1229&ksid=1227&id=525,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140310052942438_s.jpg,01_试点医院/广东省第二中医院/照片/陈礼锦-淘金门诊-医师-广东省第二中医院.png,png,42027,4d2764a774c76b92ab00f3defaacda147ff5622f1e1fc122f5584005178ea8b5,116,160,FULL_FETCH,
吕朝晖,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=613,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425044149164_s.jpg,01_试点医院/广东省第二中医院/照片/吕朝晖-特诊室-主任中医师-广东省第二中医院.png,png,33467,02646ec8f500fd8ec367baa486ecaed273210a5b0b3fcec73c7ac20297c5b5da,106,160,FULL_FETCH,
郭智涛,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=614,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425043949391_s.jpg,01_试点医院/广东省第二中医院/照片/郭智涛-特诊室-未标注-广东省第二中医院.png,png,34204,3e94fa52b489254047529a13b92c26f5fa0ded9a6c572c5e2583fda04b565d00,106,160,FULL_FETCH,
高敏,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=611,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425044511767_s.jpg,01_试点医院/广东省第二中医院/照片/高敏-特诊室-主任中医师-广东省第二中医院.png,png,35400,842d38237ae7848b49bca43dcf3edc127126161225d0fde1f3e2a1544d9dc2f9,106,160,FULL_FETCH,
黄晓萍,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1082&typeid=1080&cid=1082&ksid=1080&id=773,实采,,https://www.gdzy5413.com/UploadFiles/image/2024-3/20240304093513965_s.png,01_试点医院/广东省第二中医院/照片/黄晓萍-白云院区耳鼻喉科-副主任中医师-广东省第二中医院.png,png,11552,3d55768275f28527a072fdf72d0f4a53d1caac5ced755d56adf3a460c489fc33,82,100,FULL_FETCH,
夏雄智,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=970&typeid=892&cid=970&ksid=892&id=750,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221014100053263_s.jpg,01_试点医院/广东省第二中医院/照片/夏雄智-白云院区骨科-主任中医师-广东省第二中医院.png,png,12441,8e7e8e19b66d4b446f16d57b96f574e36cd0b2ec5b453708cc4d18074b9768d3,66,100,FULL_FETCH,
张瑜,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=970&typeid=892&cid=970&ksid=892&id=754,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221014101214451_s.jpg,01_试点医院/广东省第二中医院/照片/张瑜-白云院区骨科-主治中医师-广东省第二中医院.png,png,12346,93dc74da300132c5209dcddc947e232ae7cceb305da58e22a596df2bf1223d47,69,100,FULL_FETCH,
江艺,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=970&typeid=892&cid=970&ksid=892&id=753,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221014101040180_s.jpg,01_试点医院/广东省第二中医院/照片/江艺-白云院区骨科-副主任中医师-广东省第二中医院.png,png,11952,0d6be53f597b1afe7d73b091e33484e22d5fd72c722527ae6d35314c6ede4ecd,67,100,FULL_FETCH,
陈竹生,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=970&typeid=892&cid=970&ksid=892&id=749,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221014095743447_s.jpg,01_试点医院/广东省第二中医院/照片/陈竹生-白云院区骨科-主任医师-广东省第二中医院.png,png,15235,596c3c7c12671aace6dc5319c3c8de03324953fe1958efb12a184fcc91470a07,73,100,FULL_FETCH,
朱铭华,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=84&typeid=82&cid=84&ksid=82&id=150,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140224031940156_s.jpg,01_试点医院/广东省第二中医院/照片/朱铭华-皮肤科-主任医师-广东省第二中医院.png,png,14478,5b795351926701825c44f416fd4a19e4f7bc2dae14471e68787ad16587e9de7c,68,100,FULL_FETCH,
徐琛,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=68&typeid=66&cid=68&ksid=66&id=394,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:11:45Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
雷天香,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=43&typeid=41&cid=43&ksid=41&id=255,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304054747709_s.jpg,01_试点医院/广东省第二中医院/照片/雷天香-肾病科-副主任中医师-广东省第二中医院.png,png,28456,f07c9afcf3d4eb6bb97a2f83875ef6fb6a8af96697e5fba2e8b175f44537bbc8,116,160,FULL_FETCH,
周嘉澄,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=25&typeid=23&cid=25&ksid=23&id=582,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:11:45Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
岳丽丽,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=25&typeid=23&cid=25&ksid=23&id=404,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304050855665_s.jpg,01_试点医院/广东省第二中医院/照片/岳丽丽-脑病科-主治中医师-广东省第二中医院.png,png,30186,e5ba01ff82a2e23b627cd58f3b6d4e6fe179d016e21483d0b441dfc93c11f567,116,160,FULL_FETCH,
梁迪赛,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=25&typeid=23&cid=25&ksid=23&id=583,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:11:46Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
黄年斌,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=25&typeid=23&cid=25&ksid=23&id=72,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304051116816_s.jpg,01_试点医院/广东省第二中医院/照片/黄年斌-脑病科-主任中医师-广东省第二中医院.png,png,28007,cbee20de9a371e0ec7db623ae3f686c512f909b918dbf87446b29eb071a2f74d,116,160,FULL_FETCH,
吴星火,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1248&typeid=886&cid=1248&ksid=886&id=411,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228020334231_s.jpg,01_试点医院/广东省第二中医院/照片/吴星火-药学部-未标注-广东省第二中医院.png,png,30110,6866917af815d3b8f3d3643dfd111261227ec5010269af0aec46afe4c8684b10,109,160,FULL_FETCH,
张建军,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1248&typeid=886&cid=1248&ksid=886&id=511,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140307081250790_s.jpg,01_试点医院/广东省第二中医院/照片/张建军-药学部-药师-广东省第二中医院.png,png,29500,4f02ed0046e6f13580eecb17557c9e7524ebdf1033a8375cc916007e0f2a7c1d,115,160,FULL_FETCH,
张诚光,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1248&typeid=886&cid=1248&ksid=886&id=406,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228015243691_s.jpg,01_试点医院/广东省第二中医院/照片/张诚光-药学部-药师-广东省第二中医院.png,png,32346,2ba1bddb47ecec4d6a2953e350e193286690cf15d2c98a83c23c8f150064b8e7,109,160,FULL_FETCH,
李庆勇,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1248&typeid=886&cid=1248&ksid=886&id=410,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228020248783_s.jpg,01_试点医院/广东省第二中医院/照片/李庆勇-药学部-未标注-广东省第二中医院.png,png,26267,c35109987db5e2cfca5fd73450cec9c8f224c9bc81d9373acbe9ee8062cf523b,110,160,FULL_FETCH,
李文兵,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1248&typeid=886&cid=1248&ksid=886&id=408,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228020137301_s.jpg,01_试点医院/广东省第二中医院/照片/李文兵-药学部-药师-广东省第二中医院.png,png,30859,3a220f12b7f14841938b0168cae0f44ba09230b9eb5dfcbb8b7c616082e120bc,109,160,FULL_FETCH,
范宋玲,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1248&typeid=886&cid=1248&ksid=886&id=407,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228020021377_s.jpg,01_试点医院/广东省第二中医院/照片/范宋玲-药学部-药师-广东省第二中医院.png,png,28633,f6fd2306b2fb51a887e5ca0d17044b173558990808388da482e2c5c7b47c3df6,113,160,FULL_FETCH,
黄晓巧,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1248&typeid=886&cid=1248&ksid=886&id=409,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228020213130_s.jpg,01_试点医院/广东省第二中医院/照片/黄晓巧-药学部-未标注-广东省第二中医院.png,png,31140,ace8a3a8715c3ae55e7debc1760c532f3d6146a119b0c4df5fa444eaece04eb3,110,160,FULL_FETCH,
吕朝晖,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=599,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140214053209195.jpg,01_试点医院/广东省第二中医院/照片/吕朝晖-骨二科-主任医师-广东省第二中医院.jpg,jpg,54287,df14bcb21a7923722d84595030b4d22d9bb9ad8b6e6768413a002c6f9bd13de9,342,369,FULL_FETCH,
刘欣,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=53&typeid=51&cid=53&ksid=51&id=309,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317050846460_s.jpg,01_试点医院/广东省第二中医院/照片/刘欣-骨伤一科-副主任中医师-广东省第二中医院.png,png,24474,a95e8b45391f8eedbff4152426130e46703245e2596a8e21394892e49ddf2a30,107,160,FULL_FETCH,
魏凌峰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=53&typeid=51&cid=53&ksid=51&id=223,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317043834485_s.jpg,01_试点医院/广东省第二中医院/照片/魏凌峰-骨伤一科-副主任医师-广东省第二中医院.png,png,26595,5bbc7973336e3d29e1392afa4b971d71302b1ce6a0c9ad1c192b0733b497ed7e,113,160,FULL_FETCH,
张宇,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=59&typeid=57&cid=59&ksid=57&id=283,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-5/20140521060424136_s.jpg,01_试点医院/广东省第二中医院/照片/张宇-骨伤三科-副主任医师-广东省第二中医院.png,png,33095,ddd949d9bebcc3c2fbce17cf555702f72bb944621256891d0410f646ee405d68,116,160,FULL_FETCH,
李参天,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=59&typeid=57&cid=59&ksid=57&id=221,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-5/20140521061619721_s.jpg,01_试点医院/广东省第二中医院/照片/李参天-骨伤三科-副主任中医师-广东省第二中医院.png,png,41267,1a31d34d325b04e164cccf1c3aece510626197b6cc267612003d089b711e42a1,106,160,FULL_FETCH,
梁灿德,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=59&typeid=57&cid=59&ksid=57&id=284,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-5/20140521060229953_s.jpg,01_试点医院/广东省第二中医院/照片/梁灿德-骨伤三科-医师-广东省第二中医院.png,png,37155,a9b30966c637dedb5560ae1ec3a0127403ff49d405298ea3f5046d725973f569,114,160,FULL_FETCH,
邓崇礼,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=59&typeid=57&cid=59&ksid=57&id=226,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-5/20140521061016187_s.jpg,01_试点医院/广东省第二中医院/照片/邓崇礼-骨伤三科-副主任中医师-广东省第二中医院.png,png,20078,0d6810589db5a18a7df936365bf728421a94c0eb529a53edbf6b2e083a9b0f05,111,160,FULL_FETCH,
吕朝晖,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=56&typeid=54&cid=56&ksid=54&id=103,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317050949950_s.jpg,01_试点医院/广东省第二中医院/照片/吕朝晖-骨伤二科-主任中医师-广东省第二中医院.png,png,20356,3ca81864477c0f38b280cdabc2a41d1bf28ea95556f414f9931df15a1ed02a60,106,160,FULL_FETCH,
张兵,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=56&typeid=54&cid=56&ksid=54&id=219,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317051155825_s.jpg,01_试点医院/广东省第二中医院/照片/张兵-骨伤二科-副主任中医师-广东省第二中医院.png,png,22298,0b08948f4fb942e51bfcb652863fee5e429d32e9ee994a6d4cc05673c8f4f457,98,160,FULL_FETCH,
董云鹏,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=56&typeid=54&cid=56&ksid=54&id=405,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317051018771_s.jpg,01_试点医院/广东省第二中医院/照片/董云鹏-骨伤二科-副主任中医师-广东省第二中医院.png,png,25668,e890452e60b3c4638eb5a932ae295e201acca81866bcdb1696589c3baaefb06d,132,160,FULL_FETCH,
董旻,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=56&typeid=54&cid=56&ksid=54&id=105,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317051129400_s.jpg,01_试点医院/广东省第二中医院/照片/董旻-骨伤二科-主任中医师-广东省第二中医院.png,png,26832,96f809d11b43051bd8c6c1e456f9fde2926b932a65b89981c495fba3b7aab183,113,160,FULL_FETCH,
郑轩,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=56&typeid=54&cid=56&ksid=54&id=220,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317051044340_s.jpg,01_试点医院/广东省第二中医院/照片/郑轩-骨伤二科-副主任中医师-广东省第二中医院.png,png,27808,95213596c242d8caaf9dd370bf8b26bf915e9625e9a55e9172381349dcef9831,115,160,FULL_FETCH,
刘联彬,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1490&typeid=1488&cid=1490&ksid=1488&id=641,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-7/20140711110700468_s.jpg,01_试点医院/广东省第二中医院/照片/刘联彬-骨伤科-主治中医师-广东省第二中医院.png,png,28404,a93f5f52869660fb0411849fe9afab184c70bfaa6cb6df1bd69034a035291815,120,160,FULL_FETCH,
夏雄智,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1490&typeid=1488&cid=1490&ksid=1488&id=643,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-7/20140711111112613_s.jpg,01_试点医院/广东省第二中医院/照片/夏雄智-骨伤科-主任中医师-广东省第二中医院.png,png,40439,139f56f3a9f3725ff7ddae017741dbbd9d581ec222dd21e67a1aff310a74902e,131,160,FULL_FETCH,
陈竹生,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1490&typeid=1488&cid=1490&ksid=1488&id=642,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-7/20140711110531818_s.jpg,01_试点医院/广东省第二中医院/照片/陈竹生-骨伤科-主任医师-广东省第二中医院.png,png,29992,e0f1f5f0341124498ab8ee6da2aad94e9d2a78dce6ab3bc7cfefacba7bfd5914,120,160,FULL_FETCH,
